"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"안동시","계","귀농가구원수[명]","명","166","185","229","217","189","164","171","220","214","189",
"안동시","계","귀농인수[명]","명","100","112","138","154","138","119","130","146","166","149",
"안동시","계","동반가구원수[명]","명","66","73","91","63","51","45","41","74","48","40",
"안동시","30대이하","귀농가구원수[명]","명","52","49","53","33","33","36","33","48","33","30",
"안동시","30대이하","귀농인수[명]","명","15","10","13","9","10","15","12","16","15","11",
"안동시","30대이하","동반가구원수[명]","명","37","39","40","24","23","21","21","32","18","19",
"안동시","40대","귀농가구원수[명]","명","34","44","47","39","27","29","20","19","16","14",
"안동시","40대","귀농인수[명]","명","28","34","30","32","25","22","16","12","13","13",
"안동시","40대","동반가구원수[명]","명","6","10","17","7","X","7","4","7","X","X",
"안동시","50대","귀농가구원수[명]","명","41","64","66","85","74","47","61","64","72","50",
"안동시","50대","귀농인수[명]","명","27","47","50","65","59","37","51","47","59","44",
"안동시","50대","동반가구원수[명]","명","14","17","16","20","15","10","10","17","13","6",
"안동시","60대","귀농가구원수[명]","명","31","19","46","56","43","44","54","61","79","78",
"안동시","60대","귀농인수[명]","명","25","14","35","44","39","39","48","53","67","66",
"안동시","60대","동반가구원수[명]","명","6","5","11","12","4","5","6","8","12","12",
"안동시","70대이상","귀농가구원수[명]","명","8","9","17","4","12","8","X","28","14","17",
"안동시","70대이상","귀농인수[명]","명","5","7","10","4","5","6","X","18","12","15",
"안동시","70대이상","동반가구원수[명]","명","X","X","7","0","7","X","0","10","X","X",
"구미시","계","귀농가구원수[명]","명","90","93","114","118","168","125","128","92","131","125",
"구미시","계","귀농인수[명]","명","42","51","58","63","93","77","87","66","89","85",
"구미시","계","동반가구원수[명]","명","48","42","56","55","75","48","41","26","42","40",
"구미시","30대이하","귀농가구원수[명]","명","32","23","42","51","67","54","42","21","42","38",
"구미시","30대이하","귀농인수[명]","명","4","4","9","13","20","21","18","9","17","18",
"구미시","30대이하","동반가구원수[명]","명","28","19","33","38","47","33","24","12","25","20",
"구미시","40대","귀농가구원수[명]","명","17","15","27","12","26","18","19","12","20","18",
"구미시","40대","귀농인수[명]","명","11","12","19","9","17","13","15","10","13","11",
"구미시","40대","동반가구원수[명]","명","6","X","8","X","9","5","4","X","7","7",
"구미시","50대","귀농가구원수[명]","명","30","27","20","36","36","28","35","31","27","35",
"구미시","50대","귀농인수[명]","명","19","19","13","26","29","20","27","26","24","27",
"구미시","50대","동반가구원수[명]","명","11","8","7","10","7","8","8","5","X","8",
"구미시","60대","귀농가구원수[명]","명","8","26","16","14","26","20","29","22","39","27",
"구미시","60대","귀농인수[명]","명","7","15","13","11","20","19","25","17","33","24",
"구미시","60대","동반가구원수[명]","명","X","11","X","X","6","X","4","5","6","X",
"구미시","70대이상","귀농가구원수[명]","명","X","X","9","5","13","5","X","6","X","7",
"구미시","70대이상","귀농인수[명]","명","X","X","4","4","7","4","X","4","X","5",
"구미시","70대이상","동반가구원수[명]","명","X","X","5","X","6","X","X","X","X","X",
"영주시","계","귀농가구원수[명]","명","175","178","154","180","156","127","104","120","145","148",
"영주시","계","귀농인수[명]","명","96","104","91","96","102","76","81","80","104","107",
"영주시","계","동반가구원수[명]","명","79","74","63","84","54","51","23","40","41","41",
"영주시","30대이하","귀농가구원수[명]","명","48","49","40","50","41","27","16","28","30","24",
"영주시","30대이하","귀농인수[명]","명","9","12","10","6","12","8","6","9","14","10",
"영주시","30대이하","동반가구원수[명]","명","39","37","30","44","29","19","10","19","16","14",
"영주시","40대","귀농가구원수[명]","명","22","34","30","26","23","16","11","13","17","16",
"영주시","40대","귀농인수[명]","명","15","23","20","16","18","12","10","11","13","11",
"영주시","40대","동반가구원수[명]","명","7","11","10","10","5","4","X","X","4","5",
"영주시","50대","귀농가구원수[명]","명","69","54","49","63","49","46","36","43","43","53",
"영주시","50대","귀농인수[명]","명","47","39","36","43","38","29","30","30","33","40",
"영주시","50대","동반가구원수[명]","명","22","15","13","20","11","17","6","13","10","13",
"영주시","60대","귀농가구원수[명]","명","24","35","27","32","38","30","31","29","46","50",
"영주시","60대","귀농인수[명]","명","20","27","21","25","29","25","27","24","37","41",
"영주시","60대","동반가구원수[명]","명","4","8","6","7","9","5","4","5","9","9",
"영주시","70대이상","귀농가구원수[명]","명","12","6","8","9","5","8","10","7","9","5",
"영주시","70대이상","귀농인수[명]","명","5","X","4","6","5","X","8","6","7","5",
"영주시","70대이상","동반가구원수[명]","명","7","X","4","X","0","6","X","X","X","0",
"영천시","계","귀농가구원수[명]","명","215","221","262","206","225","215","213","189","224","221",
"영천시","계","귀농인수[명]","명","126","129","152","144","155","160","156","149","182","180",
"영천시","계","동반가구원수[명]","명","89","92","110","62","70","55","57","40","42","41",
"영천시","30대이하","귀농가구원수[명]","명","51","66","60","47","49","32","43","26","27","31",
"영천시","30대이하","귀농인수[명]","명","13","18","9","14","15","14","15","14","13","15",
"영천시","30대이하","동반가구원수[명]","명","38","48","51","33","34","18","28","12","14","16",
"영천시","40대","귀농가구원수[명]","명","42","44","45","32","35","30","29","24","32","28",
"영천시","40대","귀농인수[명]","명","34","29","32","29","29","29","26","22","29","26",
"영천시","40대","동반가구원수[명]","명","8","15","13","X","6","X","X","X","X","X",
"영천시","50대","귀농가구원수[명]","명","68","74","81","76","75","84","72","73","72","58",
"영천시","50대","귀농인수[명]","명","37","56","57","61","58","62","54","60","61","53",
"영천시","50대","동반가구원수[명]","명","31","18","24","15","17","22","18","13","11","5",
"영천시","60대","귀농가구원수[명]","명","41","29","62","39","55","55","52","51","80","83",
"영천시","60대","귀농인수[명]","명","34","22","46","30","43","48","45","42","68","69",
"영천시","60대","동반가구원수[명]","명","7","7","16","9","12","7","7","9","12","14",
"영천시","70대이상","귀농가구원수[명]","명","13","8","14","12","11","14","17","15","13","21",
"영천시","70대이상","귀농인수[명]","명","8","4","8","10","10","7","16","11","11","17",
"영천시","70대이상","동반가구원수[명]","명","5","4","6","X","X","7","X","4","X","4",
"상주시","계","귀농가구원수[명]","명","278","303","269","302","269","223","232","268","282","280",
"상주시","계","귀농인수[명]","명","161","167","157","187","175","168","171","185","212","212",
"상주시","계","동반가구원수[명]","명","117","136","112","115","94","55","61","83","70","68",
"상주시","30대이하","귀농가구원수[명]","명","83","81","63","87","53","48","34","49","48","56",
"상주시","30대이하","귀농인수[명]","명","21","15","9","29","9","26","18","15","24","27",
"상주시","30대이하","동반가구원수[명]","명","62","66","54","58","44","22","16","34","24","29",
"상주시","40대","귀농가구원수[명]","명","57","55","31","50","37","30","31","39","36","27",
"상주시","40대","귀농인수[명]","명","41","37","23","38","28","27","24","33","27","24",
"상주시","40대","동반가구원수[명]","명","16","18","8","12","9","X","7","6","9","X",
"상주시","50대","귀농가구원수[명]","명","92","98","99","103","97","84","86","90","93","74",
"상주시","50대","귀농인수[명]","명","67","71","74","77","74","67","68","66","74","63",
"상주시","50대","동반가구원수[명]","명","25","27","25","26","23","17","18","24","19","11",
"상주시","60대","귀농가구원수[명]","명","29","52","60","43","66","47","63","60","93","95",
"상주시","60대","귀농인수[명]","명","21","38","42","29","52","38","48","52","79","76",
"상주시","60대","동반가구원수[명]","명","8","14","18","14","14","9","15","8","14","19",
"상주시","70대이상","귀농가구원수[명]","명","17","17","16","19","16","14","18","30","12","28",
"상주시","70대이상","귀농인수[명]","명","11","6","9","14","12","10","13","19","8","22",
"상주시","70대이상","동반가구원수[명]","명","6","11","7","5","4","4","5","11","4","6",
"문경시","계","귀농가구원수[명]","명","168","202","166","133","164","133","125","152","218","182",
"문경시","계","귀농인수[명]","명","96","127","102","90","102","88","82","116","161","137",
"문경시","계","동반가구원수[명]","명","72","75","64","43","62","45","43","36","57","45",
"문경시","30대이하","귀농가구원수[명]","명","43","39","47","18","34","26","23","23","34","20",
"문경시","30대이하","귀농인수[명]","명","10","9","12","4","8","7","5","10","8","6",
"문경시","30대이하","동반가구원수[명]","명","33","30","35","14","26","19","18","13","26","14",
"문경시","40대","귀농가구원수[명]","명","31","37","26","22","27","17","13","22","29","14",
"문경시","40대","귀농인수[명]","명","20","25","20","16","20","15","11","19","27","11",
"문경시","40대","동반가구원수[명]","명","11","12","6","6","7","X","X","X","X","X",
"문경시","50대","귀농가구원수[명]","명","57","74","50","50","64","45","62","51","74","57",
"문경시","50대","귀농인수[명]","명","45","52","37","36","47","32","44","42","56","44",
"문경시","50대","동반가구원수[명]","명","12","22","13","14","17","13","18","9","18","13",
"문경시","60대","귀농가구원수[명]","명","24","43","40","30","31","39","22","49","67","77",
"문경시","60대","귀농인수[명]","명","18","35","30","25","25","31","20","40","57","64",
"문경시","60대","동반가구원수[명]","명","6","8","10","5","6","8","X","9","10","13",
"문경시","70대이상","귀농가구원수[명]","명","13","9","X","13","8","6","5","7","14","14",
"문경시","70대이상","귀농인수[명]","명","X","6","X","9","X","X","X","5","13","12",
"문경시","70대이상","동반가구원수[명]","명","10","X","0","4","6","X","X","X","X","X",
"경산시","계","귀농가구원수[명]","명","106","105","96","118","132","116","78","97","119","120",
"경산시","계","귀농인수[명]","명","62","69","62","70","84","74","60","71","89","87",
"경산시","계","동반가구원수[명]","명","44","36","34","48","48","42","18","26","30","33",
"경산시","30대이하","귀농가구원수[명]","명","40","31","23","40","37","41","16","16","37","29",
"경산시","30대이하","귀농인수[명]","명","10","9","5","8","5","15","8","5","20","16",
"경산시","30대이하","동반가구원수[명]","명","30","22","18","32","32","26","8","11","17","13",
"경산시","40대","귀농가구원수[명]","명","22","21","17","21","22","15","11","16","14","18",
"경산시","40대","귀농인수[명]","명","16","16","14","18","20","11","9","15","13","13",
"경산시","40대","동반가구원수[명]","명","6","5","X","X","X","4","X","X","X","5",
"경산시","50대","귀농가구원수[명]","명","24","35","31","31","50","42","26","30","38","33",
"경산시","50대","귀농인수[명]","명","22","30","26","24","41","34","21","25","31","29",
"경산시","50대","동반가구원수[명]","명","X","5","5","7","9","8","5","5","7","4",
"경산시","60대","귀농가구원수[명]","명","14","15","19","22","21","12","21","23","25","32",
"경산시","60대","귀농인수[명]","명","12","11","13","18","17","9","19","17","22","25",
"경산시","60대","동반가구원수[명]","명","X","4","6","4","4","X","X","6","X","7",
"경산시","70대이상","귀농가구원수[명]","명","6","X","6","4","X","6","4","12","5","8",
"경산시","70대이상","귀농인수[명]","명","X","X","4","X","X","5","X","9","X","4",
"경산시","70대이상","동반가구원수[명]","명","4","0","X","X","X","X","X","X","X","4",
"군위군","계","귀농가구원수[명]","명","101","115","141","98","109","154","92","104","136","145",
"군위군","계","귀농인수[명]","명","73","80","91","81","82","106","75","84","110","121",
"군위군","계","동반가구원수[명]","명","28","35","50","17","27","48","17","20","26","24",
"군위군","30대이하","귀농가구원수[명]","명","19","23","34","6","16","27","6","16","19","15",
"군위군","30대이하","귀농인수[명]","명","8","4","5","X","4","7","X","5","10","9",
"군위군","30대이하","동반가구원수[명]","명","11","19","29","X","12","20","5","11","9","6",
"군위군","40대","귀농가구원수[명]","명","15","22","25","19","16","19","7","8","12","8",
"군위군","40대","귀농인수[명]","명","12","18","17","18","15","12","6","7","11","8",
"군위군","40대","동반가구원수[명]","명","X","4","8","X","X","7","X","X","X","0",
"군위군","50대","귀농가구원수[명]","명","42","42","37","29","41","51","51","36","41","49",
"군위군","50대","귀농인수[명]","명","31","38","30","23","35","43","46","32","33","38",
"군위군","50대","동반가구원수[명]","명","11","4","7","6","6","8","5","4","8","11",
"군위군","60대","귀농가구원수[명]","명","22","19","37","33","33","45","24","36","54","65",
"군위군","60대","귀농인수[명]","명","19","15","31","29","25","37","20","34","49","59",
"군위군","60대","동반가구원수[명]","명","X","4","6","4","8","8","4","X","5","6",
"군위군","70대이상","귀농가구원수[명]","명","X","9","8","11","X","12","4","8","10","8",
"군위군","70대이상","귀농인수[명]","명","X","5","8","8","X","7","X","6","7","7",
"군위군","70대이상","동반가구원수[명]","명","0","4","0","X","0","5","X","X","X","X",
"의성군","계","귀농가구원수[명]","명","208","220","252","273","281","266","260","277","292","259",
"의성군","계","귀농인수[명]","명","124","130","162","172","177","172","173","213","229","213",
"의성군","계","동반가구원수[명]","명","84","90","90","101","104","94","87","64","63","46",
"의성군","30대이하","귀농가구원수[명]","명","55","49","46","58","53","55","52","39","40","27",
"의성군","30대이하","귀농인수[명]","명","14","12","18","13","18","17","19","17","21","15",
"의성군","30대이하","동반가구원수[명]","명","41","37","28","45","35","38","33","22","19","12",
"의성군","40대","귀농가구원수[명]","명","37","36","41","47","44","35","24","19","23","25",
"의성군","40대","귀농인수[명]","명","26","29","31","32","31","22","15","15","21","23",
"의성군","40대","동반가구원수[명]","명","11","7","10","15","13","13","9","4","X","X",
"의성군","50대","귀농가구원수[명]","명","74","93","89","99","103","82","96","98","101","84",
"의성군","50대","귀농인수[명]","명","50","60","62","77","70","62","73","83","76","67",
"의성군","50대","동반가구원수[명]","명","24","33","27","22","33","20","23","15","25","17",
"의성군","60대","귀농가구원수[명]","명","32","34","60","58","72","73","75","100","111","97",
"의성군","60대","귀농인수[명]","명","27","25","42","45","54","56","58","81","97","87",
"의성군","60대","동반가구원수[명]","명","5","9","18","13","18","17","17","19","14","10",
"의성군","70대이상","귀농가구원수[명]","명","10","8","16","11","9","21","13","21","17","26",
"의성군","70대이상","귀농인수[명]","명","7","4","9","5","4","15","8","17","14","21",
"의성군","70대이상","동반가구원수[명]","명","X","4","7","6","5","6","5","4","X","5",
"청송군","계","귀농가구원수[명]","명","143","180","187","155","147","137","139","143","152","120",
"청송군","계","귀농인수[명]","명","90","107","114","113","102","103","110","107","113","102",
"청송군","계","동반가구원수[명]","명","53","73","73","42","45","34","29","36","39","18",
"청송군","30대이하","귀농가구원수[명]","명","32","47","45","29","31","20","17","27","24","9",
"청송군","30대이하","귀농인수[명]","명","9","11","7","9","9","7","8","11","12","6",
"청송군","30대이하","동반가구원수[명]","명","23","36","38","20","22","13","9","16","12","X",
"청송군","40대","귀농가구원수[명]","명","33","36","38","22","22","25","21","14","15","11",
"청송군","40대","귀농인수[명]","명","26","24","32","15","17","22","18","10","11","11",
"청송군","40대","동반가구원수[명]","명","7","12","6","7","5","X","X","4","4","0",
"청송군","50대","귀농가구원수[명]","명","60","69","74","55","58","54","60","49","49","38",
"청송군","50대","귀농인수[명]","명","40","53","53","49","45","41","49","40","40","32",
"청송군","50대","동반가구원수[명]","명","20","16","21","6","13","13","11","9","9","6",
"청송군","60대","귀농가구원수[명]","명","17","24","27","45","27","31","34","43","55","47",
"청송군","60대","귀농인수[명]","명","14","17","21","37","24","27","31","37","44","42",
"청송군","60대","동반가구원수[명]","명","X","7","6","8","X","4","X","6","11","5",
"청송군","70대이상","귀농가구원수[명]","명","X","4","X","4","9","7","7","10","9","15",
"청송군","70대이상","귀농인수[명]","명","X","X","X","X","7","6","4","9","6","11",
"청송군","70대이상","동반가구원수[명]","명","0","X","X","X","X","X","X","X","X","4",
"영양군","계","귀농가구원수[명]","명","134","92","67","87","55","73","56","83","95","65",
"영양군","계","귀농인수[명]","명","65","55","46","56","43","57","42","57","75","48",
"영양군","계","동반가구원수[명]","명","69","37","21","31","12","16","14","26","20","17",
"영양군","30대이하","귀농가구원수[명]","명","42","18","12","16","8","11","6","12","11","11",
"영양군","30대이하","귀농인수[명]","명","4","5","X","X","X","7","X","X","4","X",
"영양군","30대이하","동반가구원수[명]","명","38","13","9","13","5","4","X","11","7","9",
"영양군","40대","귀농가구원수[명]","명","31","21","10","14","5","9","7","11","13","8",
"영양군","40대","귀농인수[명]","명","19","16","7","9","5","6","6","8","11","7",
"영양군","40대","동반가구원수[명]","명","12","5","X","5","0","X","X","X","X","X",
"영양군","50대","귀농가구원수[명]","명","36","31","29","36","26","26","25","30","28","17",
"영양군","50대","귀농인수[명]","명","24","21","22","28","21","21","20","24","24","13",
"영양군","50대","동반가구원수[명]","명","12","10","7","8","5","5","5","6","4","4",
"영양군","60대","귀농가구원수[명]","명","19","16","12","18","16","23","13","27","37","23",
"영양군","60대","귀농인수[명]","명","17","11","11","15","14","20","10","21","32","21",
"영양군","60대","동반가구원수[명]","명","X","5","X","X","X","X","X","6","5","X",
"영양군","70대이상","귀농가구원수[명]","명","6","6","4","X","0","4","5","X","6","6",
"영양군","70대이상","귀농인수[명]","명","X","X","X","X","0","X","X","X","4","5",
"영양군","70대이상","동반가구원수[명]","명","5","4","X","X","0","X","X","0","X","X",
"영덕군","계","귀농가구원수[명]","명","109","88","98","101","72","75","79","65","86","60",
"영덕군","계","귀농인수[명]","명","70","60","64","71","57","52","59","52","72","49",
"영덕군","계","동반가구원수[명]","명","39","28","34","30","15","23","20","13","14","11",
"영덕군","30대이하","귀농가구원수[명]","명","26","24","21","16","9","14","15","9","7","8",
"영덕군","30대이하","귀농인수[명]","명","8","6","8","6","4","4","6","X","4","X",
"영덕군","30대이하","동반가구원수[명]","명","18","18","13","10","5","10","9","7","X","6",
"영덕군","40대","귀농가구원수[명]","명","17","20","13","17","9","9","10","7","13","10",
"영덕군","40대","귀농인수[명]","명","12","15","10","14","8","5","8","5","10","8",
"영덕군","40대","동반가구원수[명]","명","5","5","X","X","X","4","X","X","X","X",
"영덕군","50대","귀농가구원수[명]","명","40","26","32","37","35","19","26","25","28","19",
"영덕군","50대","귀농인수[명]","명","27","23","24","27","28","15","22","23","24","18",
"영덕군","50대","동반가구원수[명]","명","13","X","8","10","7","4","4","X","4","X",
"영덕군","60대","귀농가구원수[명]","명","22","14","28","25","16","29","20","19","35","20",
"영덕군","60대","귀농인수[명]","명","20","12","18","20","15","25","17","17","32","18",
"영덕군","60대","동반가구원수[명]","명","X","X","10","5","X","4","X","X","X","X",
"영덕군","70대이상","귀농가구원수[명]","명","4","4","4","6","X","4","8","5","X","X",
"영덕군","70대이상","귀농인수[명]","명","X","4","4","4","X","X","6","5","X","X",
"영덕군","70대이상","동반가구원수[명]","명","X","0","0","X","X","X","X","0","X","0",
"청도군","계","귀농가구원수[명]","명","188","248","218","176","176","158","184","147","168","158",
"청도군","계","귀농인수[명]","명","125","148","142","130","123","109","122","106","135","131",
"청도군","계","동반가구원수[명]","명","63","100","76","46","53","49","62","41","33","27",
"청도군","30대이하","귀농가구원수[명]","명","35","46","50","30","34","22","51","24","20","26",
"청도군","30대이하","귀농인수[명]","명","10","5","12","11","8","5","16","7","11","10",
"청도군","30대이하","동반가구원수[명]","명","25","41","38","19","26","17","35","17","9","16",
"청도군","40대","귀농가구원수[명]","명","22","42","25","26","33","20","17","15","12","15",
"청도군","40대","귀농인수[명]","명","18","33","21","21","25","16","16","10","12","12",
"청도군","40대","동반가구원수[명]","명","4","9","4","5","8","4","X","5","0","X",
"청도군","50대","귀농가구원수[명]","명","84","92","97","72","53","60","58","44","55","52",
"청도군","50대","귀농인수[명]","명","66","63","71","60","46","45","45","36","41","45",
"청도군","50대","동반가구원수[명]","명","18","29","26","12","7","15","13","8","14","7",
"청도군","60대","귀농가구원수[명]","명","36","51","43","35","49","41","48","52","66","51",
"청도군","60대","귀농인수[명]","명","28","36","36","30","37","34","38","44","58","50",
"청도군","60대","동반가구원수[명]","명","8","15","7","5","12","7","10","8","8","X",
"청도군","70대이상","귀농가구원수[명]","명","11","17","X","13","7","15","10","12","15","14",
"청도군","70대이상","귀농인수[명]","명","X","11","X","8","7","9","7","9","13","14",
"청도군","70대이상","동반가구원수[명]","명","8","6","X","5","0","6","X","X","X","0",
"고령군","계","귀농가구원수[명]","명","47","94","68","68","72","64","78","50","67","68",
"고령군","계","귀농인수[명]","명","29","55","44","43","51","46","55","36","53","56",
"고령군","계","동반가구원수[명]","명","18","39","24","25","21","18","23","14","14","12",
"고령군","30대이하","귀농가구원수[명]","명","15","26","10","16","15","7","13","8","11","9",
"고령군","30대이하","귀농인수[명]","명","6","4","X","4","X","X","X","X","X","6",
"고령군","30대이하","동반가구원수[명]","명","9","22","7","12","12","4","10","6","8","X",
"고령군","40대","귀농가구원수[명]","명","7","12","12","9","17","14","16","10","5","5",
"고령군","40대","귀농인수[명]","명","6","8","8","8","14","7","10","7","5","5",
"고령군","40대","동반가구원수[명]","명","X","4","4","X","X","7","6","X","0","0",
"고령군","50대","귀농가구원수[명]","명","14","40","29","24","22","25","25","22","14","21",
"고령군","50대","귀농인수[명]","명","9","29","23","14","21","21","22","19","13","18",
"고령군","50대","동반가구원수[명]","명","5","11","6","10","X","4","X","X","X","X",
"고령군","60대","귀농가구원수[명]","명","9","13","13","14","16","15","18","9","34","25",
"고령군","60대","귀농인수[명]","명","6","11","8","13","11","13","14","7","29","20",
"고령군","60대","동반가구원수[명]","명","X","X","5","X","5","X","4","X","5","5",
"고령군","70대이상","귀농가구원수[명]","명","X","X","4","5","X","X","6","X","X","8",
"고령군","70대이상","귀농인수[명]","명","X","X","X","4","X","X","6","X","X","7",
"고령군","70대이상","동반가구원수[명]","명","0","0","X","X","0","X","0","0","0","X",
"성주군","계","귀농가구원수[명]","명","183","168","154","170","154","169","151","142","180","153",
"성주군","계","귀농인수[명]","명","117","110","109","125","106","125","112","97","148","126",
"성주군","계","동반가구원수[명]","명","66","58","45","45","48","44","39","45","32","27",
"성주군","30대이하","귀농가구원수[명]","명","52","43","35","32","42","39","21","41","27","26",
"성주군","30대이하","귀농인수[명]","명","15","16","13","13","16","16","7","13","14","18",
"성주군","30대이하","동반가구원수[명]","명","37","27","22","19","26","23","14","28","13","8",
"성주군","40대","귀농가구원수[명]","명","33","28","33","28","31","28","26","22","27","19",
"성주군","40대","귀농인수[명]","명","28","18","25","23","27","23","21","18","25","15",
"성주군","40대","동반가구원수[명]","명","5","10","8","5","4","5","5","4","X","4",
"성주군","50대","귀농가구원수[명]","명","55","74","59","60","41","51","51","40","63","38",
"성주군","50대","귀농인수[명]","명","41","60","46","48","30","42","44","34","55","34",
"성주군","50대","동반가구원수[명]","명","14","14","13","12","11","9","7","6","8","4",
"성주군","60대","귀농가구원수[명]","명","33","16","21","38","34","44","44","33","52","61",
"성주군","60대","귀농인수[명]","명","26","11","19","31","28","39","36","30","48","51",
"성주군","60대","동반가구원수[명]","명","7","5","X","7","6","5","8","X","4","10",
"성주군","70대이상","귀농가구원수[명]","명","10","7","6","12","6","7","9","6","11","9",
"성주군","70대이상","귀농인수[명]","명","7","5","6","10","5","5","4","X","6","8",
"성주군","70대이상","동반가구원수[명]","명","X","X","0","X","X","X","5","4","5","X",
"칠곡군","계","귀농가구원수[명]","명","82","71","94","71","109","83","62","62","101","65",
"칠곡군","계","귀농인수[명]","명","51","52","51","54","74","49","49","50","65","51",
"칠곡군","계","동반가구원수[명]","명","31","19","43","17","35","34","13","12","36","14",
"칠곡군","30대이하","귀농가구원수[명]","명","27","12","27","20","29","23","13","16","33","16",
"칠곡군","30대이하","귀농인수[명]","명","9","6","5","8","8","4","9","10","11","9",
"칠곡군","30대이하","동반가구원수[명]","명","18","6","22","12","21","19","4","6","22","7",
"칠곡군","40대","귀농가구원수[명]","명","13","9","19","11","19","15","6","6","16","4",
"칠곡군","40대","귀농인수[명]","명","13","7","11","9","15","10","4","6","11","X",
"칠곡군","40대","동반가구원수[명]","명","0","X","8","X","4","5","X","0","5","X",
"칠곡군","50대","귀농가구원수[명]","명","28","32","27","24","34","21","22","19","23","20",
"칠곡군","50대","귀농인수[명]","명","18","25","20","22","27","18","19","15","19","17",
"칠곡군","50대","동반가구원수[명]","명","10","7","7","X","7","X","X","4","4","X",
"칠곡군","60대","귀농가구원수[명]","명","11","14","12","13","20","17","19","18","26","17",
"칠곡군","60대","귀농인수[명]","명","9","13","8","13","17","11","15","16","21","15",
"칠곡군","60대","동반가구원수[명]","명","X","X","4","0","X","6","4","X","5","X",
"칠곡군","70대이상","귀농가구원수[명]","명","X","4","9","X","7","7","X","X","X","8",
"칠곡군","70대이상","귀농인수[명]","명","X","X","7","X","7","6","X","X","X","7",
"칠곡군","70대이상","동반가구원수[명]","명","X","X","X","X","0","X","0","0","0","X",
"예천군","계","귀농가구원수[명]","명","197","170","193","214","201","198","153","215","223","184",
"예천군","계","귀농인수[명]","명","121","111","117","131","135","142","112","151","153","146",
"예천군","계","동반가구원수[명]","명","76","59","76","83","66","56","41","64","70","38",
"예천군","30대이하","귀농가구원수[명]","명","52","43","60","63","58","40","26","36","53","33",
"예천군","30대이하","귀농인수[명]","명","17","14","16","15","23","19","9","10","16","14",
"예천군","30대이하","동반가구원수[명]","명","35","29","44","48","35","21","17","26","37","19",
"예천군","40대","귀농가구원수[명]","명","25","23","36","26","27","31","27","15","25","17",
"예천군","40대","귀농인수[명]","명","19","20","25","22","18","23","22","12","20","14",
"예천군","40대","동반가구원수[명]","명","6","X","11","4","9","8","5","X","5","X",
"예천군","50대","귀농가구원수[명]","명","73","55","53","53","55","61","49","68","38","48",
"예천군","50대","귀농인수[명]","명","50","41","43","39","44","49","41","53","29","40",
"예천군","50대","동반가구원수[명]","명","23","14","10","14","11","12","8","15","9","8",
"예천군","60대","귀농가구원수[명]","명","33","39","29","60","45","46","41","78","83","70",
"예천군","60대","귀농인수[명]","명","23","30","24","47","38","37","33","63","70","66",
"예천군","60대","동반가구원수[명]","명","10","9","5","13","7","9","8","15","13","4",
"예천군","70대이상","귀농가구원수[명]","명","14","10","15","12","16","20","10","18","24","16",
"예천군","70대이상","귀농인수[명]","명","12","6","9","8","12","14","7","13","18","12",
"예천군","70대이상","동반가구원수[명]","명","X","4","6","4","4","6","X","5","6","4",
"봉화군","계","귀농가구원수[명]","명","185","277","201","220","191","151","134","139","152","146",
"봉화군","계","귀농인수[명]","명","104","147","130","137","134","95","101","104","117","112",
"봉화군","계","동반가구원수[명]","명","81","130","71","83","57","56","33","35","35","34",
"봉화군","30대이하","귀농가구원수[명]","명","43","80","36","41","30","23","12","16","17","14",
"봉화군","30대이하","귀농인수[명]","명","8","13","7","9","11","4","5","4","10","7",
"봉화군","30대이하","동반가구원수[명]","명","35","67","29","32","19","19","7","12","7","7",
"봉화군","40대","귀농가구원수[명]","명","40","53","39","42","28","14","17","20","17","14",
"봉화군","40대","귀농인수[명]","명","31","37","29","34","24","9","13","16","16","10",
"봉화군","40대","동반가구원수[명]","명","9","16","10","8","4","5","4","4","X","4",
"봉화군","50대","귀농가구원수[명]","명","69","95","81","92","80","66","56","60","55","47",
"봉화군","50대","귀농인수[명]","명","41","62","60","60","59","46","43","50","40","36",
"봉화군","50대","동반가구원수[명]","명","28","33","21","32","21","20","13","10","15","11",
"봉화군","60대","귀농가구원수[명]","명","29","42","38","36","45","40","43","37","55","55",
"봉화군","60대","귀농인수[명]","명","22","31","29","28","36","32","35","29","46","45",
"봉화군","60대","동반가구원수[명]","명","7","11","9","8","9","8","8","8","9","10",
"봉화군","70대이상","귀농가구원수[명]","명","4","7","7","9","8","8","6","6","8","16",
"봉화군","70대이상","귀농인수[명]","명","X","4","5","6","4","4","5","5","5","14",
"봉화군","70대이상","동반가구원수[명]","명","X","X","X","X","4","4","X","X","X","X",
"울진군","계","귀농가구원수[명]","명","39","67","76","57","52","61","41","52","50","47",
"울진군","계","귀농인수[명]","명","23","43","40","39","35","37","31","35","39","39",
"울진군","계","동반가구원수[명]","명","16","24","36","18","17","24","10","17","11","8",
"울진군","30대이하","귀농가구원수[명]","명","14","13","16","7","8","19","6","10","X","5",
"울진군","30대이하","귀농인수[명]","명","4","X","X","X","X","5","X","5","X","X",
"울진군","30대이하","동반가구원수[명]","명","10","10","15","5","6","14","4","5","0","X",
"울진군","40대","귀농가구원수[명]","명","7","12","13","4","7","8","X","4","4","X",
"울진군","40대","귀농인수[명]","명","6","8","7","X","5","6","X","X","X","X",
"울진군","40대","동반가구원수[명]","명","X","4","6","X","X","X","0","X","X","0",
"울진군","50대","귀농가구원수[명]","명","9","31","28","18","19","20","15","12","18","16",
