"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"울진군","50대","귀농인수[명]","명","6","24","20","13","16","16","12","8","12","13",
"울진군","50대","동반가구원수[명]","명","X","7","8","5","X","4","X","4","6","X",
"울진군","60대","귀농가구원수[명]","명","7","7","16","20","14","12","9","17","19","21",
"울진군","60대","귀농인수[명]","명","5","6","11","17","10","8","8","11","16","19",
"울진군","60대","동반가구원수[명]","명","X","X","5","X","4","4","X","6","X","X",
"울진군","70대이상","귀농가구원수[명]","명","X","4","X","8","4","X","8","9","7","4",
"울진군","70대이상","귀농인수[명]","명","X","X","X","4","X","X","6","8","6","4",
"울진군","70대이상","동반가구원수[명]","명","0","X","X","4","X","0","X","X","X","0",
"울릉군","계","귀농가구원수[명]","명","19","X","6","10","9","12","6","X","7","16",
"울릉군","계","귀농인수[명]","명","12","X","X","5","8","8","4","X","5","13",
"울릉군","계","동반가구원수[명]","명","7","0","4","5","X","4","X","0","X","X",
"울릉군","30대이하","귀농가구원수[명]","명","4","0","5","X","X","X","0","0","0","0",
"울릉군","30대이하","귀농인수[명]","명","0","0","X","0","X","0","0","0","0","0",
"울릉군","30대이하","동반가구원수[명]","명","4","0","4","X","0","X","0","0","0","0",
"울릉군","40대","귀농가구원수[명]","명","7","0","0","0","X","X","0","0","X","0",
"울릉군","40대","귀농인수[명]","명","5","0","0","0","X","X","0","0","X","0",
"울릉군","40대","동반가구원수[명]","명","X","0","0","0","0","0","0","0","0","0",
"울릉군","50대","귀농가구원수[명]","명","5","X","0","5","4","X","6","X","X","8",
"울릉군","50대","귀농인수[명]","명","4","X","0","X","4","X","4","X","X","6",
"울릉군","50대","동반가구원수[명]","명","X","0","0","X","0","X","X","0","X","X",
"울릉군","60대","귀농가구원수[명]","명","X","0","X","X","X","X","0","X","X","7",
"울릉군","60대","귀농인수[명]","명","X","0","X","X","X","X","0","X","X","6",
"울릉군","60대","동반가구원수[명]","명","0","0","0","X","0","X","0","0","X","X",
"울릉군","70대이상","귀농가구원수[명]","명","0","0","0","X","X","X","0","0","X","X",
"울릉군","70대이상","귀농인수[명]","명","0","0","0","0","X","X","0","0","X","X",
"울릉군","70대이상","동반가구원수[명]","명","0","0","0","X","X","0","0","0","0","0",
"경상남도","계","귀농가구원수[명]","명","2259","2357","2757","2657","2703","2257","1945","1846","2305","2046",
"경상남도","계","귀농인수[명]","명","1289","1361","1634","1661","1686","1518","1323","1349","1699","1530",
"경상남도","계","동반가구원수[명]","명","970","996","1123","996","1017","739","622","497","606","516",
"경상남도","30대이하","귀농가구원수[명]","명","631","617","737","682","613","511","419","357","445","323",
"경상남도","30대이하","귀농인수[명]","명","127","111","154","163","128","148","118","128","165","118",
"경상남도","30대이하","동반가구원수[명]","명","504","506","583","519","485","363","301","229","280","205",
"경상남도","40대","귀농가구원수[명]","명","430","396","452","370","410","334","224","194","245","192",
"경상남도","40대","귀농인수[명]","명","293","284","327","268","304","256","173","164","193","150",
"경상남도","40대","동반가구원수[명]","명","137","112","125","102","106","78","51","30","52","42",
"경상남도","50대","귀농가구원수[명]","명","706","770","901","884","884","707","625","567","665","613",
"경상남도","50대","귀농인수[명]","명","504","549","649","680","650","538","485","455","528","490",
"경상남도","50대","동반가구원수[명]","명","202","221","252","204","234","169","140","112","137","123",
"경상남도","60대","귀농가구원수[명]","명","401","431","543","585","656","553","559","590","780","729",
"경상남도","60대","귀농인수[명]","명","302","327","426","450","509","461","456","490","671","618",
"경상남도","60대","동반가구원수[명]","명","99","104","117","135","147","92","103","100","109","111",
"경상남도","70대이상","귀농가구원수[명]","명","91","143","124","136","140","152","118","138","170","189",
"경상남도","70대이상","귀농인수[명]","명","63","90","78","100","95","115","91","112","142","154",
"경상남도","70대이상","동반가구원수[명]","명","28","53","46","36","45","37","27","26","28","35",
"창원시","계","귀농가구원수[명]","명","107","141","132","105","126","89","77","73","86","93",
"창원시","계","귀농인수[명]","명","57","67","79","65","78","61","55","50","58","66",
"창원시","계","동반가구원수[명]","명","50","74","53","40","48","28","22","23","28","27",
"창원시","30대이하","귀농가구원수[명]","명","26","65","43","27","40","20","17","18","20","18",
"창원시","30대이하","귀농인수[명]","명","X","14","16","7","9","6","6","8","7","5",
"창원시","30대이하","동반가구원수[명]","명","24","51","27","20","31","14","11","10","13","13",
"창원시","40대","귀농가구원수[명]","명","24","30","17","15","22","11","15","8","7","9",
"창원시","40대","귀농인수[명]","명","16","21","11","7","17","10","12","7","5","9",
"창원시","40대","동반가구원수[명]","명","8","9","6","8","5","X","X","X","X","0",
"창원시","50대","귀농가구원수[명]","명","32","35","42","40","38","31","19","19","27","32",
"창원시","50대","귀농인수[명]","명","21","25","28","33","32","23","17","11","19","25",
"창원시","50대","동반가구원수[명]","명","11","10","14","7","6","8","X","8","8","7",
"창원시","60대","귀농가구원수[명]","명","19","X","27","17","16","23","19","24","29","23",
"창원시","60대","귀농인수[명]","명","15","X","21","14","13","19","14","20","25","18",
"창원시","60대","동반가구원수[명]","명","4","0","6","X","X","4","5","4","4","5",
"창원시","70대이상","귀농가구원수[명]","명","6","9","X","6","10","4","7","4","X","11",
"창원시","70대이상","귀농인수[명]","명","X","5","X","4","7","X","6","4","X","9",
"창원시","70대이상","동반가구원수[명]","명","X","4","0","X","X","X","X","0","X","X",
"진주시","계","귀농가구원수[명]","명","148","98","179","181","146","130","118","124","156","129",
"진주시","계","귀농인수[명]","명","74","57","103","96","97","88","83","98","107","90",
"진주시","계","동반가구원수[명]","명","74","41","76","85","49","42","35","26","49","39",
"진주시","30대이하","귀농가구원수[명]","명","59","30","69","65","32","33","25","27","42","22",
"진주시","30대이하","귀농인수[명]","명","10","4","15","17","11","12","10","9","15","8",
"진주시","30대이하","동반가구원수[명]","명","49","26","54","48","21","21","15","18","27","14",
"진주시","40대","귀농가구원수[명]","명","34","15","40","34","33","25","13","15","20","14",
"진주시","40대","귀농인수[명]","명","24","12","31","19","23","21","11","11","16","11",
"진주시","40대","동반가구원수[명]","명","10","X","9","15","10","4","X","4","4","X",
"진주시","50대","귀농가구원수[명]","명","36","31","42","40","44","32","40","39","35","36",
"진주시","50대","귀농인수[명]","명","28","22","35","31","32","22","30","35","25","25",
"진주시","50대","동반가구원수[명]","명","8","9","7","9","12","10","10","4","10","11",
"진주시","60대","귀농가구원수[명]","명","13","17","16","31","30","27","32","35","44","42",
"진주시","60대","귀농인수[명]","명","8","14","15","23","26","24","25","35","38","35",
"진주시","60대","동반가구원수[명]","명","5","X","X","8","4","X","7","0","6","7",
"진주시","70대이상","귀농가구원수[명]","명","6","5","12","11","7","13","8","8","15","15",
"진주시","70대이상","귀농인수[명]","명","4","5","7","6","5","9","7","8","13","11",
"진주시","70대이상","동반가구원수[명]","명","X","0","5","5","X","4","X","0","X","4",
"통영시","계","귀농가구원수[명]","명","36","38","63","58","69","57","46","32","35","35",
"통영시","계","귀농인수[명]","명","26","20","42","34","43","32","27","21","24","21",
"통영시","계","동반가구원수[명]","명","10","18","21","24","26","25","19","11","11","14",
"통영시","30대이하","귀농가구원수[명]","명","9","14","18","20","18","21","17","12","8","9",
"통영시","30대이하","귀농인수[명]","명","4","X","X","X","4","6","X","4","X","X",
"통영시","30대이하","동반가구원수[명]","명","5","12","15","17","14","15","14","8","6","6",
"통영시","40대","귀농가구원수[명]","명","9","10","14","7","11","7","9","4","5","5",
"통영시","40대","귀농인수[명]","명","7","7","13","6","8","6","8","4","X","X",
"통영시","40대","동반가구원수[명]","명","X","X","X","X","X","X","X","0","X","X",
"통영시","50대","귀농가구원수[명]","명","13","6","20","19","24","17","9","8","15","12",
"통영시","50대","귀농인수[명]","명","12","5","15","15","20","10","9","7","13","8",
"통영시","50대","동반가구원수[명]","명","X","X","5","4","4","7","0","X","X","4",
"통영시","60대","귀농가구원수[명]","명","4","6","8","11","12","8","9","6","7","7",
"통영시","60대","귀농인수[명]","명","X","5","8","10","9","8","6","4","6","5",
"통영시","60대","동반가구원수[명]","명","X","X","0","X","X","0","X","X","X","X",
"통영시","70대이상","귀농가구원수[명]","명","X","X","X","X","4","4","X","X","0","X",
"통영시","70대이상","귀농인수[명]","명","0","X","X","0","X","X","X","X","0","X",
"통영시","70대이상","동반가구원수[명]","명","X","X","0","X","X","X","X","0","0","0",
"사천시","계","귀농가구원수[명]","명","75","74","87","92","80","99","82","61","89","64",
"사천시","계","귀농인수[명]","명","49","53","59","66","56","67","58","46","62","54",
"사천시","계","동반가구원수[명]","명","26","21","28","26","24","32","24","15","27","10",
"사천시","30대이하","귀농가구원수[명]","명","15","19","15","25","13","26","19","11","23","13",
"사천시","30대이하","귀농인수[명]","명","5","8","X","7","X","10","4","4","10","9",
"사천시","30대이하","동반가구원수[명]","명","10","11","13","18","10","16","15","7","13","4",
"사천시","40대","귀농가구원수[명]","명","13","12","14","10","14","21","11","7","9","7",
"사천시","40대","귀농인수[명]","명","10","10","11","9","12","17","10","6","6","6",
"사천시","40대","동반가구원수[명]","명","X","X","X","X","X","4","X","X","X","X",
"사천시","50대","귀농가구원수[명]","명","30","24","27","30","21","32","22","15","25","17",
"사천시","50대","귀농인수[명]","명","22","18","25","28","17","23","19","13","20","16",
"사천시","50대","동반가구원수[명]","명","8","6","X","X","4","9","X","X","5","X",
"사천시","60대","귀농가구원수[명]","명","14","16","24","22","28","16","27","18","27","20",
"사천시","60대","귀농인수[명]","명","10","14","16","17","23","13","23","15","22","17",
"사천시","60대","동반가구원수[명]","명","4","X","8","5","5","X","4","X","5","X",
"사천시","70대이상","귀농가구원수[명]","명","X","X","7","5","4","4","X","10","5","7",
"사천시","70대이상","귀농인수[명]","명","X","X","5","5","X","4","X","8","4","6",
"사천시","70대이상","동반가구원수[명]","명","X","0","X","0","X","0","X","X","X","X",
